3.912842E+03 1.881405E-02 4.076813E-01 2.305008E-01 -2.011535E-01 7.414407E-01 -1.407028E-11 8.197671E-12 8.063032E+02 -8.146875E+02 8.115570E+02 0.000000E+00 2.348724E-02 3.279446E+01 3.324232E+03 2.853842E+01 8.415862E-02 2.105990E+03 1.321908E+04 1.909790E-03 1.145740E-01 -4.988040E-02 7.042357E-01 -6.988646E-01 -4.624164E-03 1.282107E+03 1.066998E+03 1.851995E+03 3.316734E+03 -2.727246E+03 -3.742902E+03 -1.983866E+03 1.116006E+01 2.344363E+01 4.033426E+01 2.920975E+02
3.826935E+03 1.613925E-02 4.302164E-01 2.432394E-01 -2.191711E-01 6.474476E-01 -2.693182E-13 2.090848E-10 7.409830E+02 -7.544677E+02 7.440656E+02 0.000000E+00 2.425668E-02 3.287224E+01 4.857008E+03 2.432435E+01 7.580128E-02 4.099375E+03 1.359043E+04 1.374515E-03 3.514753E-02 -1.745480E-01 7.006912E-01 -6.908704E-01 -5.064418E-03 2.190866E+03 1.622076E+03 9.982953E+02 1.672119E+03 -1.627769E+03 -1.065086E+03 4.412772E+03 4.430098E+01 3.248181E+01 -2.536054E+01 5.599930E+02
4.789338E+03 1.932780E-02 3.982256E-01 2.252422E-01 2.236886E-01 6.678828E-01 -6.988875E-13 1.657920E-09 4.719860E+02 -4.779280E+02 4.742798E+02 0.000000E+00 2.853697E-02 2.865361E+01 2.334460E+03 4.461708E+01 3.981344E-02 1.532477E+03 1.618396E+04 -4.308463E-04 7.231386E-03 -6.667466E-02 7.083779E-01 -7.026215E-01 -5.075230E-03 1.422019E+03 4.841342E+03 1.247815E+03 3.558933E+03 -8.027380E+01 -2.054865E+03 3.991456E+03 4.050632E+01 -3.482650E+01 -2.236639E+01 -8.793142E+02
4.097148E+03 1.674332E-02 4.192708E-01 2.370589E-01 -2.375543E-01 6.006299E-01 -5.097816E-13 1.346944E-10 6.611371E+02 -6.668387E+02 6.649011E+02 0.000000E+00 2.723455E-02 3.252086E+01 3.417453E+03 1.070831E+01 6.318921E-02 1.883126E+03 1.447001E+04 1.192013E-03 7.486668E-02 -2.902237E-02 7.067363E-01 -7.028880E-01 -4.840055E-03 1.712370E+03 1.096604E+03 2.630477E+03 3.086551E+03 -1.096905E+03 -9.645235E+02 2.902319E+03 -8.087110E+00 5.019676E+00 -1.172741E+01 9.400336E+02
4.017177E+03 1.454101E-02 4.246327E-01 2.400880E-01 -2.073666E-01 6.453077E-01 -1.996522E-13 3.256781E-11 1.252597E+02 -2.797635E+02 1.260390E+02 0.000000E+00 8.406275E-04 3.843626E+01 4.795129E+03 2.534405E+01 2.451445E-02 5.685110E+03 1.512007E+04 3.074507E-04 1.723746E-03 -9.225298E-01 3.468863E-01 -1.691296E-01 -8.739328E-04 2.498706E+03 4.758992E+03 1.269032E+02 2.312260E+03 -4.355145E+03 -2.077059E+03 -1.799288E+03 -1.895136E+01 -9.345802E+00 -1.299802E+01 5.314805E+02
3.934340E+03 1.470987E-02 4.239793E-01 2.398266E-01 2.152212E-01 6.248520E-01 -1.998483E-12 8.221210E-12 8.216451E+02 -8.292192E+02 8.237900E+02 0.000000E+00 2.399316E-02 3.147625E+01 4.289292E+03 1.224243E+01 7.726792E-02 2.705554E+03 1.472604E+04 -1.174907E-03 1.768207E-02 -9.096940E-02 7.062623E-01 -7.018412E-01 -4.790638E-03 1.700962E+03 2.686896E+03 1.398152E+03 1.850554E+03 -8.154558E+02 -3.627475E+03 -6.250821E+02 1.587935E+01 3.555666E+01 2.378401E+01 3.288008E+02
4.310449E+03 2.074892E-02 4.440544E-01 2.510762E-01 -2.523808E-01 6.476805E-01 -9.068807E-13 2.497095E-11 1.590709E+03 -1.592983E+03 1.591898E+03 0.000000E+00 1.045627E-02 3.275421E+01 3.881779E+03 2.251400E+01 1.647062E-01 3.984430E+03 1.332881E+04 -4.341255E-03 -1.202475E-02 1.796308E-02 -7.072053E-01 7.066644E-01 1.250420E-04 2.464535E+03 4.287814E+03 4.677885E+03 4.376510E+03 -4.496958E+03 -4.647257E+03 -2.765045E+02 -1.200633E+00 -3.863644E+01 3.450658E+01 -9.114344E+02
3.595210E+03 1.267910E-02 4.525396E-01 2.558539E-01 -2.016547E-01 6.396878E-01 -3.714814E-13 1.119637E-10 6.879520E+02 2.348528E+03 6.880286E+02 0.000000E+00 0.000000E+00 3.264898E+01 3.126299E+03 7.331892E+00 3.186431E-01 1.412841E+03 1.399982E+04 -4.532962E-04 -1.415954E-04 9.996274E-01 -2.581809E-02 8.835342E-03 -4.465794E-04 1.727317E+03 4.652095E+03 6.412639E+02 2.547211E+03 -3.226311E+03 -1.961741E+03 2.567232E+03 6.568478E+00 -9.878273E+00 3.879300E+01 3.468497E+02
4.080976E+03 1.318726E-02 4.117483E-01 2.328040E-01 -2.030500E-01 6.180055E-01 -7.122726E-13 1.192941E-10 6.473293E+02 -6.510687E+02 6.501249E+02 0.000000E+00 2.696202E-02 3.243187E+01 4.978704E+03 3.406014E+01 5.407866E-02 2.833369E+03 1.636270E+04 -1.013954E-03 -5.684121E-02 1.278011E-02 -7.072421E-01 7.045509E-01 4.635855E-03 1.515455E+03 1.195008E+03 4.963042E+03 2.489909E+03 -1.372527E+03 -2.597928E+03 3.672751E+03 -2.761008E+01 -3.167409E+01 2.068797E+01 -4.092057E+02
4.302661E+03 1.929385E-02 4.259225E-01 2.409167E-01 2.061474E-01 7.488314E-01 -3.945732E-12 2.613717E-09 3.824652E+02 -4.864705E+02 3.835783E+02 0.000000E+00 1.814169E-03 2.941970E+01 3.186431E+03 3.362627E+01 4.673652E-02 4.888835E+03 1.407305E+04 4.926009E-04 -1.233167E-02 8.673219E-01 -3.884741E-01 3.109376E-01 2.460500E-03 2.909912E+03 1.507697E+03 3.777543E+02 3.820743E+03 -3.888677E+02 -4.525577E+03 -2.432880E+03 -2.291771E+01 4.567887E+01 -2.773864E+01 8.422812E+01
