Qu1, Qu2, Qu3, Qd1, Qd2, Qd3, Qe1, Qe2, Qe3, Qq1, Qq2, Qq3, Ql1, Ql2, Ql3, QHu, QHd, Qs
0.28173794976238964, 0.28173794976238964, 0.28173794976238964, -0.22539035980991173, -0.22539035980991173, -0.22539035980991173, -0.01425661914460285, -1, 0, -0.028173794976238967, -0.028173794976238967, -0.028173794976238967, -0.23930753564154783, 0.7464358452138492, 0.2535641547861507, -0.2535641547861507, -0.2535641547861507, 0.5071283095723014
-0.3359683794466403, -0.3359683794466403, -0.3359683794466403, 0.26877470355731226, 0.26877470355731226, 0.26877470355731226, 0.20948616600790515, 1, 0, 0.03359683794466403, 0.03359683794466403, 0.03359683794466403, 0.09288537549407114, -0.6976284584980237, -0.3023715415019763, 0.3023715415019763, 0.3023715415019763, -0.6047430830039526
0.33875338753387535, 0.33875338753387535, 0.33875338753387535, -0.2710027100271003, -0.2710027100271003, -0.2710027100271003, -0.21951219512195122, -1, 0, -0.03387533875338754, -0.03387533875338754, -0.03387533875338754, -0.08536585365853659, 0.6951219512195123, 0.3048780487804878, -0.3048780487804878, -0.3048780487804878, 0.6097560975609756
0.3319209039548023, 0.3319209039548023, 0.3319209039548023, -0.2655367231638418, -0.2655367231638418, -0.2655367231638418, -1, -0.19491525423728817, 0, -0.033192090395480225, -0.033192090395480225, -0.033192090395480225, 0.701271186440678, -0.1038135593220339, 0.29872881355932207, -0.29872881355932207, -0.29872881355932207, 0.5974576271186441
0.26015228426395937, 0.26015228426395937, 0.26015228426395937, -0.20812182741116753, -0.20812182741116753, -0.20812182741116753, 0.0634517766497462, -1, 0, -0.02601522842639594, -0.02601522842639594, -0.02601522842639594, -0.2975888324873096, 0.7658629441624366, 0.23413705583756345, -0.23413705583756345, -0.23413705583756345, 0.4682741116751269
-0.28414926395070184, -0.28414926395070184, -0.28414926395070184, 0.22731941116056148, 0.22731941116056148, 0.22731941116056148, 0.022937350222526534, 1, 0, 0.028414926395070185, 0.028414926395070185, 0.028414926395070185, 0.23279698733310514, -0.7442656624443683, -0.25573433755563163, 0.25573433755563163, 0.25573433755563163, -0.5114686751112633
0.35726795096322245, 0.35726795096322245, 0.35726795096322245, -0.2858143607705779, -0.2858143607705779, -0.2858143607705779, -0.2861646234676007, -1, 0, -0.03572679509632224, -0.03572679509632224, -0.03572679509632224, -0.03537653239929948, 0.6784588441330999, 0.3215411558669002, -0.3215411558669002, -0.3215411558669002, 0.6430823117338004
-0.2874743326488707, -0.2874743326488707, -0.2874743326488707, 0.22997946611909653, 0.22997946611909653, 0.22997946611909653, 0.034907597535934295, 1, 0, 0.028747433264887066, 0.028747433264887066, 0.028747433264887066, 0.2238193018480493, -0.7412731006160165, -0.2587268993839836, 0.2587268993839836, 0.2587268993839836, -0.5174537987679672
-0.275735294117647, -0.275735294117647, -0.275735294117647, 0.22058823529411764, 0.22058823529411764, 0.22058823529411764, 1, -0.007352941176470588, 0, 0.027573529411764705, 0.027573529411764705, 0.027573529411764705, -0.7518382352941175, 0.255514705882353, -0.24816176470588236, 0.24816176470588236, 0.24816176470588236, -0.4963235294117647
0.14571948998178505, 0.14571948998178505, 0.14571948998178505, -0.11657559198542805, -0.11657559198542805, -0.11657559198542805, -1, 0.4754098360655738, 0, -0.014571948998178506, -0.014571948998178506, -0.014571948998178506, 0.8688524590163934, -0.6065573770491803, 0.13114754098360654, -0.13114754098360654, -0.13114754098360654, 0.2622950819672131
-0.5301204819277108, -0.5301204819277108, -0.5301204819277108, 0.4240963855421686, 0.4240963855421686, 0.4240963855421686, 0.908433734939759, 1, 0, 0.053012048192771076, 0.053012048192771076, 0.053012048192771076, -0.4313253012048192, -0.5228915662650602, -0.4771084337349397, 0.4771084337349397, 0.4771084337349397, -0.9542168674698794
-0.3160358954350371, -0.3160358954350371, -0.3160358954350371, 0.2528287163480296, 0.2528287163480296, 0.2528287163480296, 0.13772922356613343, 1, 0, 0.0316035895435037, 0.0316035895435037, 0.0316035895435037, 0.14670308232539991, -0.7155676941084665, -0.28443230589153334, 0.28443230589153334, 0.28443230589153334, -0.5688646117830667
