5.647607E+03 1.462082E-02 1.714082E-01 2.713604E-01 5.071277E-01 -5.554040E-13 8.062859E-10 1.631158E+03 1.639919E+03 1.634366E+03 0.000000E+00 3.386384E-02 3.210962E+01 1.526185E+03 2.539310E+01 1.467121E-01 -3.179251E+01 1.548726E+04 -2.350098E-03 6.634869E-02 -1.054352E-01 7.033412E-01 6.998405E-01 3.196806E-03 3.100024E+03 -2.099812E+03 -2.034633E+03 9.193551E+03 1.716846E+03 3.029053E+03 -9.243375E+03 4.031393E+02 1000012 3.831709E+00 2.755615E-05 1.044148E-39 1.609393E-37 6.361952E-56 3sigma 25 0717 1.197408E+01 -4.375278E+03 -2.368699E+03 4.613292E+03 3.114783E+03 2.539310E+01 1.695659E+07 1.761412E+07 1.562393E+07 2.501085E+07 2.001579E+07 3.389741E+06 1.264712E+07 1.568212E+07 2.329242E+06 7.142857E-01 1.428571E-01 -4.285714E-01 1.428571E-01 -2.079098E+03 2.137005E+03 -8.810971E-50 -3.711935E-34 2.089941E-09 4.051034E-41 3.453618E-25 -1.000000E+00
5.382162E+03 1.655696E-02 1.248420E-01 2.964477E-01 4.834788E-01 -9.620219E-13 4.981745E-10 1.034185E+03 -1.037038E+03 1.035123E+03 0.000000E+00 5.346250E-02 3.143666E+01 9.909126E+02 2.673758E+01 1.079992E-01 1.350341E+04 1.324970E+04 1.422118E-03 1.016072E-02 5.334819E-02 -7.069230E-01 7.051870E-01 4.467180E-03 2.437230E+03 -2.142694E+03 2.002203E+03 1.022834E+04 -2.969697E+02 6.145397E+03 -6.375658E+03 -2.081994E+01 1000012 7.292148E-01 6.907934E-05 7.761811E-39 8.374667E-39 3.888359E-55 3sigma 25 0718 -9.632603E+00 -4.456353E+03 2.329773E+03 5.160847E+03 -5.925319E+02 2.673758E+01 2.655160E+07 2.453809E+07 3.251029E+06 2.424217E+07 1.351766E+07 2.394145E+07 1.061061E+07 3.116556E+07 9.819077E+05 6.666667E-01 3.333333E-01 -3.333333E-01 0.000000E+00 2.113119E+03 2.113088E+03 -0.000000E+00 -0.000000E+00 1.691807E-10 -0.000000E+00 -0.000000E+00 -1.000000E+00
5.953274E+03 1.470910E-02 1.704817E-01 2.698973E-01 5.072812E-01 -5.977609E-13 7.987915E-10 1.624693E+03 1.632612E+03 1.627649E+03 0.000000E+00 3.643851E-02 3.180166E+01 1.617782E+03 2.525481E+01 1.385228E-01 -2.971432E+01 1.631725E+04 -2.059491E-03 5.794668E-02 -9.472566E-02 7.042948E-01 7.011588E-01 3.201635E-03 2.977239E+03 -2.160707E+03 -2.081188E+03 9.712554E+03 1.738302E+03 3.035296E+03 -8.946861E+03 4.097318E+02 1000012 4.911509E-01 1.385541E-05 6.201315E-39 1.276942E-36 6.770447E-55 3sigma 25 0719 1.275072E+01 -4.494521E+03 -2.421783E+03 4.890460E+03 3.149090E+03 2.525481E+01 1.478566E+07 1.448056E+07 1.779893E+07 2.601169E+07 2.632389E+07 3.949148E+06 1.140506E+07 1.524182E+07 2.617218E+06 7.142857E-01 1.428571E-01 -4.285714E-01 1.428571E-01 -2.137940E+03 2.187046E+03 -0.000000E+00 -0.000000E+00 3.489771E-09 -0.000000E+00 -0.000000E+00 -1.000000E+00
5.665618E+03 1.440823E-02 1.739495E-01 2.753839E-01 5.071457E-01 -4.805291E-13 6.355009E-10 1.859012E+03 1.880838E+03 1.865240E+03 0.000000E+00 2.376873E-02 3.174568E+01 1.721921E+03 2.791823E+01 1.681186E-01 -2.981138E+01 1.553544E+04 2.828302E-03 -1.724165E-01 2.741380E-01 -6.729624E-01 -6.650025E-01 -2.496339E-03 3.170826E+03 -2.044537E+03 -1.946161E+03 9.524568E+03 1.809626E+03 3.106975E+03 -9.125318E+03 4.275646E+02 1000012 6.639234E+00 2.558999E-05 2.663766E-38 3.038283E-36 1.043386E-54 3sigma 25 0720 1.534475E+01 -4.255142E+03 -2.264985E+03 4.789074E+03 3.279808E+03 2.791823E+01 1.779981E+07 1.682569E+07 1.652580E+07 2.757454E+07 2.542094E+07 3.820823E+06 1.089755E+07 1.568526E+07 2.965012E+06 7.142857E-01 1.428571E-01 -4.285714E-01 1.428571E-01 -2.025423E+03 2.059860E+03 -0.000000E+00 -0.000000E+00 4.382685E-09 -0.000000E+00 -0.000000E+00 -1.000000E+00
6.656893E+03 1.579883E-02 1.577580E-01 2.498070E-01 5.057595E-01 -1.011022E-12 4.472767E-10 1.627313E+03 -1.655435E+03 1.628091E+03 0.000000E+00 2.489450E-02 3.221033E+01 1.517558E+03 1.564123E+01 1.256626E-01 1.111361E+03 1.840005E+04 -1.290832E-03 7.411640E-03 4.471167E-01 -6.373635E-01 6.275286E-01 2.372248E-03 1.802002E+03 -2.361224E+03 1.679689E+03 5.109257E+03 -1.461633E+03 3.307679E+03 -2.662070E+03 1.257991E+01 1000012 3.690754E+00 2.674920E-06 2.296618E-40 2.338445E-40 1.048433E-56 3sigma 25 0721 -2.214863E+01 -4.987230E+03 1.962726E+03 2.483688E+03 -2.683049E+03 1.564123E+01 1.620021E+07 1.322518E+07 1.164160E+07 2.515377E+07 9.262525E+06 2.500547E+07 7.119294E+06 1.025372E+07 2.302981E+06 -7.142857E-01 -1.428571E-01 4.285714E-01 -1.428571E-01 1.773011E+03 1.773206E+03 -0.000000E+00 -0.000000E+00 2.099632E-11 -0.000000E+00 -0.000000E+00 -1.000000E+00
6.326799E+03 1.668912E-02 1.236488E-01 2.937029E-01 4.831165E-01 -8.609474E-13 4.745540E-10 1.089976E+03 -1.093184E+03 1.090948E+03 0.000000E+00 5.548509E-02 3.234356E+01 9.962374E+02 2.609828E+01 9.670058E-02 1.320098E+04 1.562147E+04 -1.055866E-03 9.981862E-03 6.000161E-02 -7.067300E-01 7.048524E-01 3.854455E-03 2.796276E+03 -2.151451E+03 1.945400E+03 9.144543E+03 -2.986548E+02 4.573332E+03 -5.451493E+03 -2.351857E+01 1000012 4.020726E+00 8.128209E-06 7.445167E-40 7.816806E-40 3.732630E-56 3sigma 25 0722 -9.948368E+00 -4.485219E+03 2.265136E+03 4.586557E+03 -5.972573E+02 2.609828E+01 2.548347E+07 1.968217E+07 4.030481E+06 2.387023E+07 1.585548E+07 2.441672E+07 1.172548E+07 3.495358E+07 9.924890E+05 -6.666667E-01 -3.333333E-01 3.333333E-01 0.000000E+00 2.051357E+03 2.051325E+03 -0.000000E+00 -0.000000E+00 7.073450E-11 -0.000000E+00 -0.000000E+00 -1.000000E+00
6.309728E+03 1.531878E-02 1.637278E-01 2.592082E-01 5.073308E-01 -5.463065E-13 5.689011E-10 1.668166E+03 1.683060E+03 1.671026E+03 0.000000E+00 3.344626E-02 3.174933E+01 1.613793E+03 2.648448E+01 1.348680E-01 -3.230402E+01 1.729551E+04 -1.863170E-03 5.522018E-02 -2.230690E-01 6.912187E-01 6.851243E-01 2.977494E-03 2.285438E+03 -2.219307E+03 -1.808612E+03 9.707081E+03 1.839408E+03 2.568004E+03 -8.697612E+03 4.048421E+02 1000012 1.270185E+00 6.072291E-06 5.248246E-42 6.730206E-39 6.582412E-57 3sigma 25 0723 1.466200E+01 -4.623979E+03 -2.105533E+03 4.884239E+03 3.336963E+03 2.648448E+01 1.790728E+07 1.721434E+07 1.637539E+07 2.431961E+07 2.566062E+07 3.890291E+06 1.041808E+07 1.659867E+07 2.604328E+06 7.142857E-01 1.428571E-01 -4.285714E-01 1.428571E-01 -1.913914E+03 1.914089E+03 -0.000000E+00 -0.000000E+00 9.216494E-10 -0.000000E+00 -0.000000E+00 -1.000000E+00
6.125343E+03 1.664757E-02 1.240130E-01 2.945704E-01 4.832260E-01 -7.510857E-13 6.780216E-10 1.129432E+03 -1.132735E+03 1.130389E+03 0.000000E+00 5.406364E-02 3.254880E+01 1.027046E+03 2.621654E+01 1.035964E-01 1.111663E+04 1.511170E+04 -1.180496E-03 9.805675E-03 6.220486E-02 -7.066405E-01 7.047529E-01 3.949317E-03 2.455910E+03 -2.165309E+03 1.951006E+03 9.414172E+03 -2.866580E+02 4.369299E+03 -6.182919E+03 -1.838677E+01 1000012 5.096667E+00 1.277888E-05 1.986193E-38 2.103607E-38 9.744676E-55 3sigma 25 0724 -9.235597E+00 -4.511906E+03 2.271363E+03 4.728991E+03 -5.729968E+02 2.621654E+01 2.664630E+07 1.957506E+07 3.989864E+06 2.338236E+07 1.336282E+07 2.413688E+07 1.198860E+07 3.402309E+07 1.054824E+06 -6.666667E-01 -3.333333E-01 3.333333E-01 0.000000E+00 2.056097E+03 2.056065E+03 -0.000000E+00 -0.000000E+00 1.795285E-10 -0.000000E+00 -0.000000E+00 -1.000000E+00
6.797479E+03 1.692511E-02 4.290991E-02 4.568569E-01 4.708624E-01 -5.511290E-13 5.824861E-10 1.094369E+03 -1.096349E+03 1.095212E+03 0.000000E+00 7.448831E-02 3.145693E+01 1.014148E+03 2.731006E+01 1.055582E-01 1.204303E+04 1.438117E+04 -9.818337E-04 -1.062516E-02 -4.405740E-02 7.070366E-01 -7.057061E-01 -4.811776E-03 2.532826E+03 -1.943318E+03 2.294348E+03 7.607641E+03 -2.826910E+02 4.562836E+03 -6.214508E+03 -8.476590E+01 1000012 2.519529E+00 5.301863E-06 4.967336E-38 5.060551E-38 2.303695E-54 3sigma 25 0725 -8.943366E+00 -4.056280E+03 2.672323E+03 3.789644E+03 -5.948894E+02 2.731006E+01 2.912800E+07 2.442822E+07 3.909355E+06 2.743579E+07 1.460719E+07 2.149588E+07 1.256263E+07 2.761069E+07 1.028496E+06 1.111111E-01 3.333333E-01 3.333333E-01 1.111111E-01 -1.927694E+03 2.400636E+03 -0.000000E+00 -0.000000E+00 8.075305E-11 -0.000000E+00 -0.000000E+00 -1.000000E+00
5.825880E+03 1.447765E-02 1.729037E-01 2.737301E-01 5.068360E-01 -4.366445E-13 6.540091E-10 1.796961E+03 1.836815E+03 1.799728E+03 0.000000E+00 1.392535E-02 3.177065E+01 1.743432E+03 2.666622E+01 1.595795E-01 -3.067061E+01 1.600355E+04 -2.148609E-03 8.008947E-02 -5.693861E-01 5.852893E-01 5.716743E-01 2.318753E-03 3.179740E+03 -2.120464E+03 -1.783487E+03 8.369863E+03 1.751099E+03 2.988677E+03 -8.229370E+03 3.895658E+02 1000012 9.772410E-01 1.800831E-05 1.825946E-39 2.327420E-36 2.230530E-54 3sigma 25 0726 1.534244E+01 -4.429997E+03 -2.077807E+03 4.176808E+03 3.184177E+03 2.666622E+01 2.032904E+07 1.543139E+07 1.711140E+07 2.835701E+07 2.184927E+07 4.553407E+06 1.158402E+07 1.466454E+07 3.039554E+06 7.142857E-01 1.428571E-01 -4.285714E-01 1.428571E-01 -1.908203E+03 1.910225E+03 -0.000000E+00 -0.000000E+00 3.974591E-09 -0.000000E+00 -0.000000E+00 -1.000000E+00
